sno,Hotel_Name,Room_type,Single_Bed,Double_bed,price
306,Enzo Tokyo,Triple Room with Private Bathroom,single bed,,2512
307,Hotel Route-Inn Tokyo Asagaya,Double Room with Small Double Bed - Smoking,single bed,double bed,7118
308,Super Hotel Tokyo Akabane Eki Minamiguchi,Deluxe Double Room,single bed,double bed,5695
309,HOTEL LiVEMAX Asakusabashi-Eki Kitaguchi,Double Room with Small Double Bed - Non-Smoking,single bed,,5806
310,Hotel Kazusaya,Double Room with Small Double Bed with Bath,single bed,double bed,9435
311,Hotel Trusty Tokyo Bayside,Double Room with Small Double Bed - Non-Smoking,single bed,double bed,7369
312,APA Hotel Ayase Ekimae,Standard Double Room - Smoking,single bed,double bed,5125
313,APA Hotel Shimbashi Onarimon,Double Room with Small Double Bed - Non-Smoking,single bed,double bed,9547
314,Ai Hotel Keikyu Kamata-ekimae,Economy Double Room,single bed,double bed,5370
315,Sakura Hotel Hatagaya,Double Room,single bed,double bed,7704
316,Sotetsu Fresa Inn Tokyo Kanda,Double Room - Non-Smoking,single bed,double bed,7816
317,Sakura Sky Hotel,Twin Room with Shower - Late Check-in 20:00,single bed,,6130
318,HOTEL MYSTAYS Gotanda,Double Room with Small Double Bed - Non-Smoking,single bed,double bed,6979
319,Villa Fontaine Premier Haneda Airport,Deluxe King Room with River View - Non-Smoking,single bed,double bed,26972
320,Dormy Inn Premium Tokyo Kodenmacho,Double Room - Non-Smoking,single bed,double bed,13723
321,APA Hotel Akihabara Ekihigashi,Standard Double Room,single bed,double bed,8542
322,APA Hotel Shinagawa Togoshi Ekimae,Standard Double Room (Non Smoking),single bed,double bed,7085
323,ID Ohmori20,One-Bedroom Apartment,,double bed,3823
324,Hotel Risveglio Akasaka,Double Room with Small Double Bed,single bed,double bed,9296
325,cotoha Hotel Okachimachi,Double Room - Non-Smoking,single bed,double bed,7816
326,Hotel Monterey Hanzomon,Queen Room - Non-Smoking,single bed,double bed,14515
327,Ochanomizu Hotel Shoryukan,Double Room - Non-Smoking,single bed,double bed,8782
328,La Vista Tokyo Bay,Twin Room Selected at Check-In,single bed,double bed,19875
329,HOTEL CEN,Double Room,single bed,double bed,15418
330,Sakura Hotel Jimbocho,Double Room with Small Double Bed and Shared Bathroom,single bed,double bed,7160
331,HOTEL CHECK INN BALI adult only,Economy Double Room,,double bed,4170
332,Shibuya Hotel En,Basic Double Room,single bed,double bed,16771
333,Theatel Haneda Ⅱ,Double Room,single bed,double bed,7146
334,APA Hotel Shinjuku Kabukicho Chuo,Standard Double Room - Non-Smoking,single bed,double bed,10607
335,Hotel Keihan Tokyo Yotsuya,Small Double Room - Non-Smoking,single bed,double bed,10273
336,HOTEL LiVEMAX Tokyo-Otsuka Ekimae,Double Room with Small Double Bed - Non-Smoking,single bed,,5806
337,APA Hotel Hatchobori-eki Minami,Double Room - Smoking,single bed,double bed,7872
338,Hotel Grand City,Double Room with Small Double Bed - Smoking - Late Check-in 19:00,single bed,double bed,5686
339,Sakuramichi Terrace,One-Bedroom Apartment,,double bed,4977
340,Sotetsu Fresa Inn Hamamatsucho-Daimon,Double Room - Smoking,single bed,double bed,8263
341,Granado Roppongi,One-Bedroom Apartment,,double bed,6685
342,Outlet Hotel UenoEkimae,Standard Twin Room,single bed,double bed,9016
343,Shizutetsu Hotel Prezio Tokyo Tamachi,Single Room,single bed,double bed,14080
344,Nishitetsu Inn Nihonbashi,Double Room - Non-Smoking,single bed,double bed,8843
345,Super Hotel Premier Akasaka,Room Selected at Check-In,single bed,double bed,9748
346,"&AND HOSTEL KURAMAE WEST ""Wellness Cafe & Bar""",Standard Double Room with Shared Bathroom,single bed,double bed,5304
347,stayme THE HOTEL Ueno,Suite,single bed,double bed,10328
348,do-c Ebisu,Special Offer - 2 Capsule Rooms for Male - Non-Smoking,single bed,,5527
349,Hotel The Celestine Tokyo Shiba,Moderate Double Room - Non-Smoking,single bed,double bed,18491
350,Act Hotel Roppongi,Economy Double Room - Non-Smoking,single bed,double bed,9407
351,Myoujin-no-Yu Dormy Inn Premium Kanda,Queen Room - Non-Smoking,single bed,double bed,19093
352,Hotel Gracery Tokyo Tamachi,Double Room with Small Double Bed - Non-Smoking,single bed,double bed,8821
353,Nest Hotel Tokyo Hanzomon,Standard Twin Room - Non-Smoking,single bed,double bed,10920
354,Hotel Emit Ueno,Double Room,single bed,double bed,4634
355,小春日和_沐夏館,One-Bedroom Apartment,,double bed,6141
356,Hotel VARKIN,Standard Queen Room,,double bed,9748
357,Tabist Hotel Mercury Asakusabashi,Double Room with Small Double Bed - Smoking,single bed,double bed,4243
358,APA Hotel Roppongi Ekimae,Double Room - Non-Smoking,single bed,double bed,8486
359,Hotel Intergate Tokyo Kyobashi,Double Room with Small Double Bed - Smoking,single bed,double bed,13536
360,Hotel Amanek Ginza East,Deluxe Double Room - Smoking,single bed,double bed,9117
361,the b asakusa,Superior Twin Room - Non-Smoking,single bed,double bed,14124
362,HOTEL HILLARYS Akasaka,Room Selected at Check-In - Eco Plan(No Daily Cleaning),single bed,double bed,11176
363,Tabist Urban Stays Asakusa,Double Room with Small Double Bed - Non-Smoking,single bed,double bed,5583
364,Hotel Listel Shinjuku,Semi Double Room,single bed,double bed,7816
365,Tabist Hotel Florida Ikebukuro,Deluxe Double Room,,double bed,4355
366,Chisun Hotel Kamata,Comfort Twin Room - Non-Smoking,single bed,double bed,5195
367,Hotel Rose Garden Shinjuku,Double Room,single bed,double bed,13818
368,Hotel Crown Hills Ueno Premier,Sky Tree View Compact Double - Non-Smoking,single bed,double bed,9044
369,Ours Inn Hankyu,Twin Room - Non-Smoking,single bed,double bed,6699
370,Richmond Hotel Asakusa,Double Room - Non-Smoking,single bed,double bed,11724
371,ZAITO Kikukawa SRS Apartment 新築マンション,Studio with Balcony,,double bed,7369
372,The Share Hotels Lyuro Tokyo Kiyosumi,Economy Private Room with Bunk Beds / Shared Bathroom,single bed,double bed,9040
373,hotel MONday Premium TOYOSU,Standard Double Room,single bed,double bed,5346
374,the b sangenjaya,Double Room - Smoking,single bed,double bed,11054
375,Super Hotel Tokyo JR Kamata Nishiguchi,Double Room - Non-Smoking,single bed,double bed,6169
376,ZAITO Tokyo Kinshicho Economy Inn 宅东东京横川1民宿,Economy Twin Room,single bed,,4103
377,the b akasaka,Superior Twin Room - Non-Smoking,single bed,double bed,10273
378,Ano Hotel Asakusa,Twin Room,single bed,double bed,3768
379,TOKYO EAST SIDE HOTEL KAIE,Hollywood Twin Room - Non-Smoking,,double bed,12625
380,APA Hotel Keisei Ueno Ekimae,Double Room with Lake View and City View - Smoking,single bed,double bed,9993
381,Tokyo Sakura hotel,Apartment,single bed,double bed,4466
382,APA Hotel Ningyocho-eki Higashi,Double Room,single bed,double bed,6381
383,Tokyo Central Youth Hostel,Twin Room,single bed,,4913
384,Hotel P'sResort 大人専用,Double Room,,double bed,4969
385,HOTEL TAVINOS ASAKUSA,Twin Room,single bed,double bed,7258
386,Sunnymoe 1F,One-Bedroom Apartment,,double bed,4957
387,J's Court Ochiai,Economy Double Room,,double bed,5670
388,Mitsui Garden Hotel Ginza Premier,Moderate Room - Non-Smoking,single bed,double bed,24922
389,Mitsui Garden Hotel Toyosu Premier - Tokyo,Superior Queen Room - Non-Smoking,single bed,double bed,37048
390,Richmond Hotel Tokyo Shiba,Couple plan - Standard Double Room - Non-Smoking - Check-Out 12:00,single bed,double bed,10105
391,#5 3stops to Shinjuku station stylish spacious studio apartment,Family Studio,single bed,,8123
392,Smile Hotel Tokyo Nishikasai,Standard Double Room - Smoking,single bed,double bed,4299
393,ibis Styles Tokyo Ginza East,Standard Double Room,single bed,double bed,13259
394,Hotel Indigo Tokyo Shibuya,Standard Room,single bed,double bed,37964
395,Mitsui Garden Hotel Nihonbashi Premier,Moderate Double Room with Tokyo SkyTree View,single bed,double bed,22477
396,Tabata Oji Hotel,Double Room - Smoking,single bed,double bed,4466
397,Wise Owl Hostels Shibuya,Twin Room with Shared Bathroom,,double bed,6141
398,ワイズパーク向島,Standard Apartment,,double bed,10049
399,HOTEL WAKO Tokyo Tree View,Standard Double Room,single bed,double bed,3919
400,Imperial Hotel Tokyo,Superior Double,single bed,double bed,50413
401,Sotetsu Fresa Inn Shimbashi-Karasumoriguchi,Double Room - Non-Smoking,single bed,double bed,10496
402,APA Hotel Kamata-Ekimae,Standard Room (2 Adults) - Non-Smoking,single bed,double bed,7258
403,KEIKYU EX INN Tokyo Nihombashi,Economy Double Room with Mini Table,,double bed,7489
404,APA Hotel & Resort Roppongi-Eki-Higashi,Double Room,single bed,double bed,7090
405,Ikebukuro sugamo nini house2,One-Bedroom Apartment,,double bed,6164
406,Hotel Route-Inn Tokyo Ikebukuro,Double Room with Small Double Bed Non-Smoking,single bed,double bed,7397
407,Super Hotel Tokyo Akabane,Room with Double Bed and Bunk Bed - Non-Smoking,,double bed,4745
408,remm plus Ginza,Double Room - Non Smoking,single bed,double bed,18095
409,Smile Hotel Asakusa,Double Room with Small Double Bed - Smoking,single bed,,3796
410,Nagomi Hotel Nippori,Japanese-Style Twin Room,single bed,double bed,7537
411,Super Hotel Tokyo Kinshicho Ekimae,Adjacent Room,,double bed,12338
412,Day Nice Hotel Tokyo,Small Twin Room,single bed,double bed,4053
413,Wires Hotel Shinagawa Seaside,Twin Room,single bed,double bed,11557
414,Shinjuku luxury house/107㎡/16P,Villa,,double bed,22611
415,Hao Bros. Home,Small Double Room,,double bed,4243
416,nestay apartment tokyo nippori,Standard Apartment,single bed,double bed,6783
417,HOTEL LiVEMAX Kamata Ekimae,Single Room Non-Smoking,single bed,,4437
418,Wander Tokyo Shibuya,Economy Double Room - Non-Smoking,single bed,double bed,13399
419,MOXY Tokyo Kinshicho,Queen Room,single bed,double bed,18424
420,THE KNOT TOKYO Shinjuku,14㎡ Standard Twin Room (2 Adults Only) - Non-Smoking,single bed,double bed,16414
421,Creazione Akasaka,One-Bedroom Apartment,,double bed,7839
422,APA Hotel Asakusa Shin Okachimachi Ekimae,Double Room,single bed,double bed,7085
423,Sotetsu Fresa Inn Nihombashi Kayabacho,Double Room - Non-Smoking,single bed,double bed,10471
424,C＆Jホテル,Double Room,single bed,double bed,6588
425,unito SHIODOME,Standard Double Room,single bed,double bed,5025
426,New Otani Inn Tokyo,Premium Room Semi Double - Non-Smoking,single bed,double bed,6141
427,Super Hotel Ueno-Okachimachi,Standard Double Room - Non-Smoking,single bed,double bed,8147
428,Hotel Villa Fontaine Tokyo-Nihombashi Mitsukoshimae,【Short Stay】Room Selected at Check-In (17:00 Check in),single bed,double bed,6130
429,Rembrandt Style Tokyo Nishikasai,Semi-Double Room - Smoking,single bed,double bed,8120
430,Super Hotel Premier Akihabara,Double Room - Non-Smoking,single bed,double bed,10161
431,Ueno Touganeya Hotel,Double Room,single bed,double bed,5908
432,Stay SAKURA Tokyo Shinjuku Hyakukura,Economy Room with Bunk Bed,single bed,double bed,7326
433,Shibuya Granbell Hotel,Single Room - Non-Smoking - Annex (2 Adults),single bed,double bed,10607
434,HOTEL MYSTAYS Higashi Ikebukuro,Superior Semi Double - Non-Smoking - House Keeping is Optional with Additional Cost,single bed,,4103
435,Center Hotel Tokyo,Semi Double Room - Non-Smoking,single bed,,7001
436,Capsule Hotel Anshin Oyado Ogikubo-Male Only-,2 Deluxe Capsule Rooms for Male,single bed,,7258
437,Agora Tokyo Ginza,Superior King Room - Non-Smoking,single bed,double bed,20098
438,KEIKYU EX INN Akihabara,EX Semi Double Room - Smoking,,double bed,7688
439,APA Hotel Ginza Shintomicho Ekimae - Former APA Hotel Shintomicho Ekimae,Double Room - Smoking,single bed,double bed,8598
440,JR高田馬場駅早稲田大学口徒歩5分 Hostel 302,One-Bedroom Apartment,,double bed,9949
441,和貴ビル,Mixed Dormitory Room,,,3629
442,Smile Hotel Tokyo Asagaya,Small Double Room - Non-Smoking Only,single bed,double bed,7090
443,蒲田1分、大変便利です,Two-Bedroom Apartment,,double bed,7286
444,Hotel Trend Tobu Asakusa-Eki Kita,Double Room,single bed,double bed,4187
445,KEIKYU EX INN Haneda,Standard Semi Double Room Type-A (2 adult) - Smoking,single bed,double bed,10928
446,Hotel Bianca Due (Adult Only),Economy Double Room,single bed,double bed,4466
447,Hotel Monterey Lasoeur Ginza,Double Room with Small Double Bed - Non-Smoking,single bed,double bed,11155
448,HOTEL LiVEMAX Tokyo Shintomicho,Double Room with Small Double Bed - Non-Smoking,single bed,,6828
449,HOTEL MYSTAYS Ueno Iriyaguchi,Standard Double Room - Smoking - House Keeping is Optional with Additional Cost,single bed,double bed,4343
450,Hotel Trend Asakusa Tawaramachi,Double Room - Non-Smoking,single bed,double bed,4020
451,APA Hotel Shimbashi Toranomon,Double Room - Smoking,single bed,double bed,10250
452,APA Villa Hotel Akasaka-Mitsuke,Double Room with Small Double Bed - Smoking,single bed,double bed,10351
453,Hotel Monterey Lasoeur Ginza,Double Room with Small Double Bed - Non-Smoking,single bed,double bed,11155
454,HOTEL LiVEMAX Tokyo Shintomicho,Double Room with Small Double Bed - Smoking,single bed,,6828
455,HOTEL MYSTAYS Ueno Iriyaguchi,Standard Double Room - Smoking - House Keeping is Optional with Additional Cost,single bed,double bed,4343
456,Hotel Trend Asakusa Tawaramachi,Double Room - Non-Smoking,single bed,double bed,4020
457,APA Hotel Shimbashi Toranomon,Double Room - Smoking,single bed,double bed,10250
458,APA Villa Hotel Akasaka-Mitsuke,Double Room with Small Double Bed - Smoking,single bed,double bed,10351
459,APA Hotel Nihombashi Bakurocho Ekimae,Double Room - Non-Smoking,single bed,double bed,6381
460,Le Tour Hotel Higashi-Kanda 楽途ホテル東神田,Standard Double Room,single bed,double bed,4690
461,TRYM Oshiage,One-Bedroom Apartment,,double bed,6210
462,Smile Hotel Sugamo,Double Room with Small Double Bed - Non-Smoking,single bed,,5404
463,Sakura Hostel Asakusa,Quadruple Room with Bunk Beds and Shared Bathroom,single bed,,10859
464,Centurion Hotel Ikebukuro Station,Standard Semi-Double Room - Smoking,single bed,double bed,5934
465,悠悠之家 浅草橋民宿,One-Bedroom Apartment,,,4667
466,Super Hotel Shinagawa Shinbanba,Double Room - Non-Smoking,single bed,double bed,7090
467,Residence Condominium KALAHAAI,Twin Room,single bed,double bed,6699
468,remm Roppongi,Double Room with Small Double Bed - Non-Smoking,single bed,double bed,11730
469,Millennium Mitsui Garden Hotel Tokyo - Ginza,Moderate Queen Room - Non-Smoking,single bed,double bed,29684
470,Hotel Wing International Premium Shibuya,Standard Double Room - Smoking,single bed,double bed,17865
471,Centurion Hotel Ueno,Casual Semi-Double Room - Smoking,single bed,double bed,5427
472,Brand New Shinjuku Station 5 Mins - Apartment A,Studio Apartment,single bed,double bed,16749
473,Asakusa View Hotel,Standard Double Room with Tokyo Sky Tree View - Non-Smoking,single bed,double bed,16656
474,APA Hotel Asakusabashi-Ekikita,Double Room - Smoking,single bed,double bed,5829
475,APA Hotel Higashi-Shinjuku-Ekimae,Double Room - Non-Smoking,single bed,double bed,10607
476,the square hotel GINZA,Moderate Double Room - Non-Smoking,single bed,double bed,18122
477,THE WARDROBE Hotel Shimokitazawa,Double Room,single bed,double bed,10049
478,UNPLAN Shinjuku,Private Bunk Bed Room (Female Only),single bed,double bed,4913
479,Smile Hotel Nihombashi Mitsukoshimae,Double Room with Small Double Bed - Non-Smoking,single bed,double bed,6057
480,APA Hotel Tokyo Itabashi Ekimae,Double Room with Small Double Bed - Non-Smoking,single bed,double bed,5125
481,HOTEL MYSTAYS Ochanomizu Conference Center,Double Room with Small Double Bed - Non Smoking,single bed,double bed,4986
482,stayme THE HOTEL Asakusa Riverside,Suite,single bed,double bed,9005
483,Dormy Inn Tokyo Hatchobori Hot Spring,Standard Double Room - Non-Smoking,single bed,double bed,11305
484,Hyatt Regency Tokyo,King Room with View,single bed,double bed,36479
485,TOKYO/3min walk near sta/UENO PARK/Wi-Fi#401,One-Bedroom Apartment,,double bed,9615
486,Beagle Tokyo Hostel＆Apartments,Standard Twin Room,single bed,,6141
487,APA Hotel Hanzomon Hirakawacho,Double Room - Smoking,single bed,double bed,8994
488,Hotel New Ueno,Double Room with Small Double Bed - Non-Smoking,single bed,double bed,6934
489,KEIKYU EX INN Keikyu Kamata Station,Semi Double Room C with Shower - Non-Smoking,single bed,double bed,7450
490,Ryokan Ichinao,Japanese-Style Quadruple Room,single bed,double bed,6030
491,サンモール第三マンション,One-Bedroom Apartment,single bed,double bed,8933
492,Hotel Villa Fontaine Grand Tokyo-Tamachi,Standard Twin Room - Non-Smoking,single bed,double bed,9882
493,GreenHotel,Double Room with Private Bathroom,single bed,double bed,3908
494,Hotel Villa Fontaine Tokyo-Kudanshita,【Short Stay】Double Room - Non-Smoking (17:00 Check in),single bed,double bed,6766
495,Hotel Villa Fontaine Tokyo-Ueno Okachimachi,【Short Stay】Room Selected at Check-In (17:00 Check in) - Non-Smoking,single bed,double bed,7771
496,Restay Frontier (Adult Only),Double Room,,double bed,5929
497,Hotel Grand Arc Hanzomon,Double Room,single bed,double bed,11054
498,浅草吉居ASAKUSA YOSHII,Standard Twin Room,single bed,double bed,4522
499,Prince Smart Inn Ebisu,Standard Twin Room - Non-Smoking,single bed,double bed,16280
500,Minn Kamata,Standard Quadruple Room,single bed,double bed,11389
501,Hotel Monterey Ginza,Twin Room - Non-Smoking,single bed,double bed,21807
502,LEGALAND Gakushuin Shita,One-Bedroom Apartment,single bed,double bed,5071
503,Hotel Grand Arc Hanzomon,Double Room,single bed,double bed,11054
504,浅草吉居ASAKUSA YOSHII,Standard Twin Room,single bed,double bed,4522
505,Prince Smart Inn Ebisu,Standard Twin Room - Non-Smoking,single bed,double bed,16280
506,Minn Kamata,Standard Quadruple Room,single bed,double bed,11389
507,Hotel Monterey Ginza,Twin Room - Non-Smoking,single bed,double bed,21807
508,LEGALAND Gakushuin Shita,One-Bedroom Apartment,single bed,double bed,5071
